Base Image,Command,Intermediate Dockerfile Command,Dockerfile URL,Converted Repotag,Step1 convert,Step2 optimizer on,Step3 pull,Step4 create,Step5 start,Step6 remove,Step7 optimizer off,Step8 report
node:lts,npm install,,https://github.com/arjunjeewan/mifix-business-dashboard/blob/eef60554b05356d5898a6e10c0d09c370ad4e104/Dockerfile,cloud.cluster.local:5000/node-lts/arjunjeewan-mifix-business-dashboard:starlight,success,success,success,success,non-zero exit(1) (0.9 sec),success,success,success
node:lts-buster-slim,mkdir /app,,https://github.com/gongdongho12/network-alert/blob/c20e74eefa3305aa809d35d9c8be39a4218c7d59/Dockerfile,cloud.cluster.local:5000/node-lts-buster-slim/gongdongho12-network-alert:starlight,success,success,success,failure,,,,
node:lts-slim,mkdir -p /home/app,,https://github.com/alkemyTech/OT292-server/blob/7986d883c1d6ca43491af68927f32c72254fa950/Dockerfile,cloud.cluster.local:5000/node-lts-slim/alkemytech-ot292-server:starlight,success,success,success,failure,,,,
node:lts-hydrogen,npm install -g pnpm,,https://github.com/digaji/site/blob/09692a57c5293dc577fc9e7cbe059df674699bed/Dockerfile,cloud.cluster.local:5000/node-lts-hydrogen/digaji-site:starlight,success,success,success,success,timeout (30.0 sec),success,success,success
node:lts-buster,git clone https://github.com/Faouz995/zokouqr  /root/zokouqr,,https://github.com/Itxxwasi/WasiI-MD-QR/blob/5c8d0d9895105d9e08e5008506323977944484f0/Dockerfile,cloud.cluster.local:5000/node-lts-buster/itxxwasi-wasii-md-qr:starlight,success,success,success,failure,,,,
node:lts-slim,groupmod -g 10000 node && usermod -u 10000 -g 10000 node,,https://github.com/MariachiBear/cutting-ninja-api/blob/6181fb2f0dc9a33e78e65368023f765da885154c/Dockerfile,cloud.cluster.local:5000/node-lts-slim/mariachibear-cutting-ninja-api:starlight,success,success,success,success,non-zero exit(6) (0.2 sec),success,success,success
node:lts-slim,npm install --omit=dev,,https://github.com/automated-bots/Stock-Index-Bot/blob/6a726764d4c17424c4d82498a2519ddc72090ffd/Dockerfile,cloud.cluster.local:5000/node-lts-slim/automated-bots-stock-index-bot:starlight,success,success,success,success,non-zero exit(1) (1.5 sec),success,success,success
node:lts,npm install,,https://github.com/omoinjm/njmtech-portfolio/blob/528425027e7d4d58e5e16938a8b8ec0f46e244cf/Dockerfile,cloud.cluster.local:5000/node-lts/omoinjm-njmtech-portfolio:starlight,success,success,success,success,non-zero exit(1) (1.2 sec),success,success,success
node:lts-buster-slim,npm install -g npm@8,,https://github.com/OpenBudget/budgetkey-app/blob/5a84b8892f3aa09ffd7ec3a41c6b1bb9bcec3ba0/Dockerfile,cloud.cluster.local:5000/node-lts-buster-slim/openbudget-budgetkey-app:starlight,success,success,success,failure,,,,
node:lts,npm install,,https://github.com/YuxiaoLi1234/fzvis/blob/6d6ba4f9108000fc1b2438c237bf00e940e516bf/Dockerfile,cloud.cluster.local:5000/node-lts/yuxiaoli1234-fzvis:starlight,success,success,success,failure,,,,
node:lts,npm i -g @ionic/cli@${IONIC_CLI_VERSION} && ionic --no-interactive config set -g daemon.updates false && ionic --no-interactive config set -g telemetry false,,https://github.com/VladCroitoru/dockerfile_smells_project/blob/ce474fe51a5e80c9d850bce315ea6273359a6699/gha_dockerfiles/danbirle/ionic-cli/Dockerfile,cloud.cluster.local:5000/node-lts/vladcroitoru-dockerfile_smells_project:starlight,success,success,success,success,timeout (30.0 sec),success,success,success
node:lts-buster,git clone https://github.com/AbhishekSuresh2/X-AsenaDuplicated/ /root/X,,https://github.com/Sachu-fx/Siya-Mol-MD/blob/1dc2d223b7a1efda98040aa571453e9d84749d92/Dockerfile,cloud.cluster.local:5000/node-lts-buster/sachu-fx-siya-mol-md:starlight,skipped,success,success,success,non-zero exit(128) (0.4 sec),success,success,success
node:lts-buster,git clone https://github.com/AbhishekSuresh2/X-AsenaDuplicated/ /root/X,,https://github.com/Sachu-fx/Siya-Mol-MD/blob/1dc2d223b7a1efda98040aa571453e9d84749d92/lib/Dockerfile,cloud.cluster.local:5000/node-lts-buster/sachu-fx-siya-mol-md:starlight,skipped,success,success,success,non-zero exit(128) (0.2 sec),success,success,success
node:lts,npm install,,https://github.com/aldy97/Budget-Planner-Server/blob/f9fb6c23ca218707b82a82074c20babc77549432/DockerFile,cloud.cluster.local:5000/node-lts/aldy97-budget-planner-server:starlight,success,success,success,success,non-zero exit(1) (0.8 sec),success,success,success
