Base Image,Command,Intermediate Dockerfile Command,Dockerfile URL
node:lts,npm install,"WORKDIR /app
COPY ./package*.json /app",https://github.com/sixie17/ft_transcendence_public/blob/636e2af20e56ba2abbd72610ee5bc330c96d9ee5/frontend/dockerfile
node:lts,npm run build,"WORKDIR /app
COPY ./package*.json /app",https://github.com/sixie17/ft_transcendence_public/blob/636e2af20e56ba2abbd72610ee5bc330c96d9ee5/frontend/dockerfile
node:lts,mkdir -p /usr/jetti,,https://github.com/TishchenkoAlex/jetti-server/blob/0ab8cc16b03cf388d56807feda227079c4262b9b/Dockerfile
node:lts,npm i,,https://github.com/TishchenkoAlex/jetti-server/blob/0ab8cc16b03cf388d56807feda227079c4262b9b/Dockerfile
node:lts,node_modules/typescript/bin/tsc -p ./server,,https://github.com/TishchenkoAlex/jetti-server/blob/0ab8cc16b03cf388d56807feda227079c4262b9b/Dockerfile
node:lts-slim,npm install --only=production,"WORKDIR /usr/src/app
COPY package*.json ./",https://github.com/masayan1126/express-ts/blob/19136f9d69c96fdbb12f55865372be57a15d54c2/Dockerfile
node:lts-slim,npm run build,"WORKDIR /usr/src/app
COPY package*.json ./",https://github.com/masayan1126/express-ts/blob/19136f9d69c96fdbb12f55865372be57a15d54c2/Dockerfile
node:lts,npm install,"WORKDIR /app
COPY package*.json ./",https://github.com/miikorz/DailyTrends/blob/267774237b88c002fcb7963565ab5adb2185d91c/Dockerfile
node:lts,npm run build,"WORKDIR /app
COPY package*.json ./",https://github.com/miikorz/DailyTrends/blob/267774237b88c002fcb7963565ab5adb2185d91c/Dockerfile
node:lts-buster,apt-get update && apt-get install -y build-essential python3 python3-pip libvips-dev,,https://github.com/Totem-gdn/asset-renderer-sumo-tatami/blob/124eb692a8d492c9012a70a9ba6d80cff4689267/Dockerfile
node:lts-buster,npm ci,,https://github.com/Totem-gdn/asset-renderer-sumo-tatami/blob/124eb692a8d492c9012a70a9ba6d80cff4689267/Dockerfile
node:lts-buster,apt-get update && apt-get install -y build-essential python3 python3-pip libvips-dev,,https://github.com/Totem-gdn/asset-renderer-tree-tales/blob/b22c93593fa1ea138e4429d730f8ca4ba86a2269/Dockerfile
node:lts-buster,npm ci,,https://github.com/Totem-gdn/asset-renderer-tree-tales/blob/b22c93593fa1ea138e4429d730f8ca4ba86a2269/Dockerfile
node:lts-buster,apt-get update && apt-get install -y build-essential python3 python3-pip libvips-dev,,https://github.com/Totem-gdn/asset-renderer-choir/blob/d7c72e07ca797bafea0aee9427748c2339db4ef4/Dockerfile
node:lts-buster,npm ci,,https://github.com/Totem-gdn/asset-renderer-choir/blob/d7c72e07ca797bafea0aee9427748c2339db4ef4/Dockerfile
node:lts-buster,apt-get update && apt-get install -y build-essential python3 python3-pip libvips-dev,,https://github.com/Totem-gdn/asset-renderer-nephenthesys/blob/c1d4f54d165ef7b1e9a994f4f62820c16753fba9/Dockerfile
node:lts-buster,npm ci,,https://github.com/Totem-gdn/asset-renderer-nephenthesys/blob/c1d4f54d165ef7b1e9a994f4f62820c16753fba9/Dockerfile
node:lts-buster,apt-get update && apt-get install -y ffmpeg imagemagick webp && apt-get upgrade -y && rm -rf /var/lib/apt/lists/*,,https://github.com/dskja/Hades_Bot/blob/a3b0dc450fd537469b6d3d7c76571c87147e7a48/Dockerfile
node:lts-buster,npm install && npm install qrcode-terminal,,https://github.com/dskja/Hades_Bot/blob/a3b0dc450fd537469b6d3d7c76571c87147e7a48/Dockerfile
node:lts-buster,apt-get update && apt-get install -y ffmpeg imagemagick webp && apt-get upgrade -y && rm -rf /var/lib/apt/lists/*,,https://github.com/DGDEEPAK/Zenitsu-Bot2/blob/fd5d798b27f0b546c78345ba052645ac740001d5/Dockerfile
node:lts-buster,npm install,,https://github.com/DGDEEPAK/Zenitsu-Bot2/blob/fd5d798b27f0b546c78345ba052645ac740001d5/Dockerfile
node:lts-buster,apt-get update && apt-get install -y ffmpeg imagemagick webp && apt-get upgrade -y && rm -rf /var/lib/apt/lists/*,,https://github.com/Qhingthuth/Zenitsu-Bot2./blob/fd5d798b27f0b546c78345ba052645ac740001d5/Dockerfile
node:lts-buster,npm install,,https://github.com/Qhingthuth/Zenitsu-Bot2./blob/fd5d798b27f0b546c78345ba052645ac740001d5/Dockerfile
node:lts,yarn install,"WORKDIR /app/website
COPY ./docs /app/docs
COPY ./website /app/website",https://github.com/aresprotocols/ares-wiki/blob/33ed4fdc82f268fd3ab1621eda4f644a379fe159/Dockerfile
node:lts,set NO_PROXY=localhost,"WORKDIR /app/website
COPY ./docs /app/docs
COPY ./website /app/website",https://github.com/aresprotocols/ares-wiki/blob/33ed4fdc82f268fd3ab1621eda4f644a379fe159/Dockerfile
node:lts,yarn install,"WORKDIR /app/website
COPY ./docs /app/docs
COPY ./website /app/website",https://github.com/trustprotocol/trust-wiki/blob/34141a4da144583d6beed1f59cc7e9ec0e163106/Dockerfile
node:lts,set NO_PROXY=localhost,"WORKDIR /app/website
COPY ./docs /app/docs
COPY ./website /app/website",https://github.com/trustprotocol/trust-wiki/blob/34141a4da144583d6beed1f59cc7e9ec0e163106/Dockerfile
node:lts-buster-slim,mkdir /app,,https://github.com/gongdongho12/node-ts-webpack/blob/25a887bc75bb775c8b3c849acb80c6868a21c6da/Dockerfile
node:lts-buster-slim,npm install,,https://github.com/gongdongho12/node-ts-webpack/blob/25a887bc75bb775c8b3c849acb80c6868a21c6da/Dockerfile
node:lts-buster-slim,npm run build,,https://github.com/gongdongho12/node-ts-webpack/blob/25a887bc75bb775c8b3c849acb80c6868a21c6da/Dockerfile
node:lts-buster-slim,mkdir /app,,https://github.com/gongdongho12/ubucon-be/blob/89eb2dbe2850c1bd9343b56109e582e2499c644c/Dockerfile
node:lts-buster-slim,npm install,,https://github.com/gongdongho12/ubucon-be/blob/89eb2dbe2850c1bd9343b56109e582e2499c644c/Dockerfile
node:lts-buster-slim,npm run build,,https://github.com/gongdongho12/ubucon-be/blob/89eb2dbe2850c1bd9343b56109e582e2499c644c/Dockerfile
node:lts-buster-slim,mkdir /app,,https://github.com/gongdongho12/script-runner/blob/d7911e939fca50960e45d16c840d21433630ea28/Dockerfile
node:lts-buster-slim,npm install,,https://github.com/gongdongho12/script-runner/blob/d7911e939fca50960e45d16c840d21433630ea28/Dockerfile
node:lts-buster-slim,npm run build,,https://github.com/gongdongho12/script-runner/blob/d7911e939fca50960e45d16c840d21433630ea28/Dockerfile
node:lts,npm install,"WORKDIR /app/frontend
COPY ./package*.json .",https://github.com/hrithikdevaiah-999/FZ-VIS/blob/3e9b9a213d436e9ee32f9b2f3f59c02fc7dfefd1/Dockerfile
node:lts,npm run build,"WORKDIR /app/frontend
COPY ./package*.json .",https://github.com/hrithikdevaiah-999/FZ-VIS/blob/3e9b9a213d436e9ee32f9b2f3f59c02fc7dfefd1/Dockerfile
ubuntu:22.04,"set -ex && apt-get update --fix-missing && apt-get install -qy --no-install-recommends ca-certificates tzdata locales procps net-tools file ocl-icd-libopencl1 clinfo && apt-get clean && rm -rf /var/lib/apt/lists/* && locale-gen en_US.UTF-8 && update-locale LANG=en_US.UTF-8 && echo ""$TZ"" > /etc/timezone",,https://github.com/spacemeshos/go-spacemesh/blob/bad13bc62bd9e2b81d51b746be5128dd9eddaea8/Dockerfile
ubuntu:22.04,set -ex && apt-get update --fix-missing && apt-get install -qy --no-install-recommends unzip sudo ocl-icd-opencl-dev,,https://github.com/spacemeshos/go-spacemesh/blob/bad13bc62bd9e2b81d51b746be5128dd9eddaea8/Dockerfile
ubuntu:22.04,make get-libs,,https://github.com/spacemeshos/go-spacemesh/blob/bad13bc62bd9e2b81d51b746be5128dd9eddaea8/Dockerfile
ubuntu:22.04,"--mount=type=secret,id=mynetrc,dst=/root/.netrc go mod download",,https://github.com/spacemeshos/go-spacemesh/blob/bad13bc62bd9e2b81d51b746be5128dd9eddaea8/Dockerfile
ubuntu:22.04,"--mount=type=cache,id=build,target=/root/.cache/go-build make build VERSION=${VERSION}",,https://github.com/spacemeshos/go-spacemesh/blob/bad13bc62bd9e2b81d51b746be5128dd9eddaea8/Dockerfile
ubuntu:22.04,"--mount=type=cache,id=build,target=/root/.cache/go-build make gen-p2p-identity",,https://github.com/spacemeshos/go-spacemesh/blob/bad13bc62bd9e2b81d51b746be5128dd9eddaea8/Dockerfile
ubuntu:22.04,"--mount=type=cache,id=build,target=/root/.cache/go-build make merge-nodes VERSION=${VERSION}",,https://github.com/spacemeshos/go-spacemesh/blob/bad13bc62bd9e2b81d51b746be5128dd9eddaea8/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y tar wget bash rsync gcc libfreetype6-dev libhdf5-serial-dev libpng-dev libzmq3-dev unzip pkg-config software-properties-common graphviz git curl libgeos++-dev proj-data proj-bin libgeos-dev nodejs npm build-essential gcc python3-dev libffi-dev libssl-dev python3-pip openssh-server openssh-client tk -y,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,wget https://www.python.org/ftp/python/${PYTHON_VERSION}/Python-${PYTHON_VERSION}.tgz,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,tar -xf Python-${PYTHON_VERSION}.tgz,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,cd ./Python-${PYTHON_VERSION} && ./configure --prefix=/usr/local/python${PYTHON_VERSION} --enable-loadable-sqlite-extensions --enable-shared && make install,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,apt-get install -y openjdk-8-jdk && apt-get install -y ant && apt-get clean;,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,apt-get install ca-certificates-java && apt-get clean && update-ca-certificates -f;,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,export JAVA_HOME,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,"echo ""export JAVA_HOME=/usr/lib/jvm/java-8-openjdk-amd64/"" >> ~/.bashrc",,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,pip3 install --upgrade pip,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,pip install jupyterlab notebook,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,wget ${url},,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,cat requirements.txt | xargs -n 1 pip install,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,jupyter lab build,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,jupyter labextension install @jupyter-widgets/jupyterlab-manager,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,rm -rf requirements.txt,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,pip install jupyter_contrib_nbextensions,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,jupyter contrib nbextension install --sys-prefix,,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,groupadd -g ${gid} ${group},,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,useradd -u ${uid} -g ${group} -s /bin/sh -m ${user},,https://github.com/Chrisebell24/setup/blob/2ee5c31fa4cf1c58e60021ec56f59d5e54a40d98/DockerFile
ubuntu:22.04,apt-get update && apt-get install -y curl sudo ca-certificates,,https://github.com/Domali4ever/Domali_Mt/blob/56775a2b7eaf33790bbbe1ce435223164e8584e0/Dockerfile.txt
ubuntu:22.04,curl -fsSL https://ollama.com/install.sh | sh,,https://github.com/Domali4ever/Domali_Mt/blob/56775a2b7eaf33790bbbe1ce435223164e8584e0/Dockerfile.txt
ubuntu:22.04,apt-get update && apt-get --no-install-recommends install -y build-essential ca-certificates curl git,,https://github.com/DataDog/datadog-static-analyzer/blob/91e06ce19bdabfe1c24764aa99cd2164441bdcaf/Dockerfile
ubuntu:22.04,curl https://sh.rustup.rs -sSf | sh -s -- -y && rustup --version && cargo --version && rustc --version,,https://github.com/DataDog/datadog-static-analyzer/blob/91e06ce19bdabfe1c24764aa99cd2164441bdcaf/Dockerfile
ubuntu:22.04,cargo build --release --bin datadog-static-analyzer,,https://github.com/DataDog/datadog-static-analyzer/blob/91e06ce19bdabfe1c24764aa99cd2164441bdcaf/Dockerfile
ubuntu:22.04,cargo build --release --bin datadog-static-analyzer-git-hook,,https://github.com/DataDog/datadog-static-analyzer/blob/91e06ce19bdabfe1c24764aa99cd2164441bdcaf/Dockerfile
ubuntu:22.04,cargo build --release --bin datadog-static-analyzer-server,,https://github.com/DataDog/datadog-static-analyzer/blob/91e06ce19bdabfe1c24764aa99cd2164441bdcaf/Dockerfile
ubuntu:22.04,apt update && apt install -y curl git && curl -fsSL https://deb.nodesource.com/setup_20.x | bash - && apt remove -y nodejs npm && apt install -y nodejs && apt clean && rm -rf /var/lib/apt/lists/*,,https://github.com/DataDog/datadog-static-analyzer/blob/91e06ce19bdabfe1c24764aa99cd2164441bdcaf/Dockerfile
ubuntu:22.04,npm install -g @datadog/datadog-ci && datadog-ci --version && datadog-static-analyzer --version,,https://github.com/DataDog/datadog-static-analyzer/blob/91e06ce19bdabfe1c24764aa99cd2164441bdcaf/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y --no-install-recommends software-properties-common gnupg wget lsb-release ca-certificates git build-essential autotools-dev automake libtool libtiff-dev zlib1g-dev libjpeg-dev libpng-dev libleptonica-dev libjbig2dec0-dev && rm -rf /var/lib/apt/lists/*,,https://github.com/Artyum/OCR-Container/blob/65251dd82d026998320fec135154132374f6ea1d/dockerfile
ubuntu:22.04,add-apt-repository ppa:alex-p/tesseract-ocr-devel && apt-get update && apt-get install -y --no-install-recommends tesseract-ocr tesseract-ocr-all ocrmypdf poppler-utils pdftk unpaper inotify-tools pngquant python3 python3-pip && rm -rf /var/lib/apt/lists/*,,https://github.com/Artyum/OCR-Container/blob/65251dd82d026998320fec135154132374f6ea1d/dockerfile
ubuntu:22.04,git clone https://github.com/agl/jbig2enc.git /tmp/jbig2enc && cd /tmp/jbig2enc && ./autogen.sh && ./configure && make && make install && rm -rf /tmp/jbig2enc,,https://github.com/Artyum/OCR-Container/blob/65251dd82d026998320fec135154132374f6ea1d/dockerfile
ubuntu:22.04,git clone https://github.com/tesseract-ocr/tessdata.git && mv -f tessdata/*traineddata /usr/share/tesseract-ocr/5/tessdata/ && mv -f tessdata/script /usr/share/tesseract-ocr/5/tessdata/ && rm -rf tessdata,,https://github.com/Artyum/OCR-Container/blob/65251dd82d026998320fec135154132374f6ea1d/dockerfile
ubuntu:22.04,pip3 install --no-cache-dir --upgrade pip && pip3 install --no-cache-dir watchdog img2pdf,,https://github.com/Artyum/OCR-Container/blob/65251dd82d026998320fec135154132374f6ea1d/dockerfile
ubuntu:22.04,apt update,,https://github.com/ubongpr7/vlc_maker/blob/310ab7173ea59afd50283629e1248bb548b14571/Dockerfile2.txt
ubuntu:22.04,apt install wget build-essential libssl* -y,,https://github.com/ubongpr7/vlc_maker/blob/310ab7173ea59afd50283629e1248bb548b14571/Dockerfile2.txt
ubuntu:22.04,apt-get install libffi-dev nano -y,,https://github.com/ubongpr7/vlc_maker/blob/310ab7173ea59afd50283629e1248bb548b14571/Dockerfile2.txt
ubuntu:22.04,wget https://www.python.org/ftp/python/3.10.14/Python-3.10.14.tgz,,https://github.com/ubongpr7/vlc_maker/blob/310ab7173ea59afd50283629e1248bb548b14571/Dockerfile2.txt
ubuntu:22.04,tar -xzvf Python-3.10.14.tgz,,https://github.com/ubongpr7/vlc_maker/blob/310ab7173ea59afd50283629e1248bb548b14571/Dockerfile2.txt
ubuntu:22.04,./configure --enable-optimizations --with-system-ffi,,https://github.com/ubongpr7/vlc_maker/blob/310ab7173ea59afd50283629e1248bb548b14571/Dockerfile2.txt
ubuntu:22.04,make -j 16,,https://github.com/ubongpr7/vlc_maker/blob/310ab7173ea59afd50283629e1248bb548b14571/Dockerfile2.txt
ubuntu:22.04,apt install libespeak-dev zlib1g-dev libmupdf-dev libfreetype6-dev ffmpeg espeak imagemagick git -y,,https://github.com/ubongpr7/vlc_maker/blob/310ab7173ea59afd50283629e1248bb548b14571/Dockerfile2.txt
ubuntu:22.04,make altinstall,,https://github.com/ubongpr7/vlc_maker/blob/310ab7173ea59afd50283629e1248bb548b14571/Dockerfile2.txt
ubuntu:22.04,python3.10 -m pip install opencv-python numpy aeneas moviepy pathlib pysrt Pillow==9.5.0 matplotlib Django gunicorn,,https://github.com/ubongpr7/vlc_maker/blob/310ab7173ea59afd50283629e1248bb548b14571/Dockerfile2.txt
ubuntu:22.04,python3.10 -m pip install --upgrade pip,,https://github.com/ubongpr7/vlc_maker/blob/310ab7173ea59afd50283629e1248bb548b14571/Dockerfile2.txt
ubuntu:22.04,python3.10 -m pip install -r requirements.txt,,https://github.com/ubongpr7/vlc_maker/blob/310ab7173ea59afd50283629e1248bb548b14571/Dockerfile2.txt
ubuntu:22.04,apt update && apt install -y build-essential && apt install -y libnet-ldap-perl && apt install -y libpcre2-dev && apt install -y libc-ares-dev && apt install -y checkinstall && ./configure && make && checkinstall --install=no --default --pkgname=tac-plus-ng --pkgversion=1 && cp tac-plus-ng_*.deb /tac-plus-ng.deb,"COPY event-driven-servers/ /opt/tac_plus-ng
WORKDIR /opt/tac_plus-ng",https://github.com/DubrovskyEI/tac_plus-ng-k8s/blob/43c82fa11e51561643fd7bd4ed40dbbb7497a87a/Dockerfile.md
ubuntu:22.04,apt update && apt install -y libnet-ldap-perl && apt install -y libpcre2-dev && apt install -y libc-ares-dev && dpkg -i /tac-plus-ng.deb && rm /tac-plus-ng.deb,"COPY event-driven-servers/ /opt/tac_plus-ng
WORKDIR /opt/tac_plus-ng",https://github.com/DubrovskyEI/tac_plus-ng-k8s/blob/43c82fa11e51561643fd7bd4ed40dbbb7497a87a/Dockerfile.md
ubuntu:22.04,apt-get -y update && apt-get install -y curl && dpkg -i Valkka.deb || apt-get install -fy,"COPY Valkka.deb /tmp/Valkka.deb
WORKDIR /tmp",https://github.com/elsampsa/valkka-core/blob/4ac8d839d2a61865316b323b0435e066dcbb7bea/Dockerfile
ubuntu:22.04,curl https://raw.githubusercontent.com/elsampsa/valkka-examples/master/quicktest.py -o quicktest.py,"COPY Valkka.deb /tmp/Valkka.deb
WORKDIR /tmp",https://github.com/elsampsa/valkka-core/blob/4ac8d839d2a61865316b323b0435e066dcbb7bea/Dockerfile
ubuntu:22.04,python3 quicktest.py,"COPY Valkka.deb /tmp/Valkka.deb
WORKDIR /tmp",https://github.com/elsampsa/valkka-core/blob/4ac8d839d2a61865316b323b0435e066dcbb7bea/Dockerfile
ubuntu:22.04,apt-get update,,https://github.com/Jocuz/docker_practica/blob/5ec7e30ffe22b318bd95a9d377182370cc4a1695/Dockerfile.txt
ubuntu:22.04,apt-get update -y,,https://github.com/Jocuz/docker_practica/blob/5ec7e30ffe22b318bd95a9d377182370cc4a1695/Dockerfile.txt
ubuntu:22.04,apt-get install python3 -y,,https://github.com/Jocuz/docker_practica/blob/5ec7e30ffe22b318bd95a9d377182370cc4a1695/Dockerfile.txt
ubuntu:22.04,apt-get install python3-pip -y,,https://github.com/Jocuz/docker_practica/blob/5ec7e30ffe22b318bd95a9d377182370cc4a1695/Dockerfile.txt
ubuntu:22.04,pip install -r requirements.txt,,https://github.com/Jocuz/docker_practica/blob/5ec7e30ffe22b318bd95a9d377182370cc4a1695/Dockerfile.txt
ubuntu:22.04,apt-get update && apt-get install -y --no-install-recommends python3-pip python3-dev libpq-dev curl git build-essential default-libmysqlclient-dev libssl-dev libffi-dev locales && apt-get clean && rm -rf /var/lib/apt/lists/*,,https://github.com/ArjunSridharkumar/complete_ml_pipeline/blob/3e0dbc0c34784e9cb5b20866883112deaf63f30f/dockerfile.txt
ubuntu:22.04,mkdir -p $AIRFLOW_HOME/dags $AIRFLOW_HOME/logs $AIRFLOW_HOME/plugins $AIRFLOW_HOME/dags/src $AIRFLOW_HOME/dags/data,,https://github.com/ArjunSridharkumar/complete_ml_pipeline/blob/3e0dbc0c34784e9cb5b20866883112deaf63f30f/dockerfile.txt
ubuntu:22.04,pip3 install --no-cache-dir apache-airflow flask pendulum pyarrow pydantic flask-session pandas scikit-learn,,https://github.com/ArjunSridharkumar/complete_ml_pipeline/blob/3e0dbc0c34784e9cb5b20866883112deaf63f30f/dockerfile.txt
ubuntu:22.04,pip3 install --no-cache-dir -r /requirements.txt,,https://github.com/ArjunSridharkumar/complete_ml_pipeline/blob/3e0dbc0c34784e9cb5b20866883112deaf63f30f/dockerfile.txt
ubuntu:22.04,chmod +x $AIRFLOW_HOME/shell_files/*.sh,,https://github.com/ArjunSridharkumar/complete_ml_pipeline/blob/3e0dbc0c34784e9cb5b20866883112deaf63f30f/dockerfile.txt
ubuntu:22.04,$AIRFLOW_HOME/shell_files/run_airflow_db_init.sh,,https://github.com/ArjunSridharkumar/complete_ml_pipeline/blob/3e0dbc0c34784e9cb5b20866883112deaf63f30f/dockerfile.txt
ubuntu:22.04.1,apt-get update && apt-get install -y wget nginx openjdk-19-jre-headless screen,,https://github.com/swedishstudiosgames/ssg-vcn-mcpe-server/blob/b5959dca635c73e490dfbb6888c8337763aa58cb/dockerfile
ubuntu:22.04.1,wget https://github.com/cloudflare/cloudflare-reverse-proxy/releases/download/v1.0.0/cloudflare-reverse-proxy_1.0.0_linux_amd64.tar.gz && tar xvf cloudflare-reverse-proxy_1.0.0_linux_amd64.tar.gz && mv cloudflare-reverse-proxy_1.0.0_linux_amd64/cloudflare-reverse-proxy /usr/local/bin/ && rm -rf cloudflare-reverse-proxy_1.0.0_linux_amd64.tar.gz cloudflare-reverse-proxy_1.0.0_linux_amd64,,https://github.com/swedishstudiosgames/ssg-vcn-mcpe-server/blob/b5959dca635c73e490dfbb6888c8337763aa58cb/dockerfile
ubuntu:22.04.1,wget https://github.com/cloudflare/cloudflare-reverse-proxy/releases/download/v1.0.0/cloudflare-origin-server-certificate_1.0.0_linux_amd64.tar.gz && tar xvf cloudflare-origin-server-certificate_1.0.0_linux_amd64.tar.gz && mv cloudflare-origin-server-certificate_1.0.0_linux_amd64/cloudflare-origin-server-certificate /usr/local/bin/ && rm -rf cloudflare-origin-server-certificate_1.0.0_linux_amd64.tar.gz cloudflare-origin-server-certificate_1.0.0_linux_amd64,,https://github.com/swedishstudiosgames/ssg-vcn-mcpe-server/blob/b5959dca635c73e490dfbb6888c8337763aa58cb/dockerfile
ubuntu:22.04.1,wget https://minecraft.azureedge.net/bin-linux/bedrock-server-1.16.100.02.zip && unzip bedrock-server-1.16.100.02.zip && rm -rf bedrock-server-1.16.100.02.zip,,https://github.com/swedishstudiosgames/ssg-vcn-mcpe-server/blob/b5959dca635c73e490dfbb6888c8337763aa58cb/dockerfile
ubuntu:22.04,apt-get update && apt-get install -y curl wget git unzip build-essential apt-transport-https ca-certificates gnupg software-properties-common,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,curl -fsSL https://deb.nodesource.com/setup_18.x | bash - && apt-get install -y nodejs,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,apt-get install -y python3 python3-pip,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,apt-get install -y php-cli unzip && curl -sS https://getcomposer.org/installer | php -- --install-dir=/usr/local/bin --filename=composer,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,apt-get install -y openjdk-17-jdk,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,apt-get install -y maven,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,wget https://packages.microsoft.com/config/ubuntu/22.04/packages-microsoft-prod.deb -O packages-microsoft-prod.deb && dpkg -i packages-microsoft-prod.deb && apt-get update && apt-get install -y dotnet-sdk-7.0,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,npm install -g @cyclonedx/cyclonedx-npm,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,pip3 install cyclonedx-bom,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,curl -sSfL https://raw.githubusercontent.com/anchore/syft/main/install.sh | sh -s -- -b /usr/local/bin,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,mkdir /dependency-check && curl -L https://github.com/jeremylong/DependencyCheck/releases/download/v8.4.0/dependency-check-8.4.0-release.zip -o dependency-check.zip && unzip dependency-check.zip -d /dependency-check && rm dependency-check.zip,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,pip3 install pip-audit,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,apt-get install -y ruby-full,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,gem install cocoapods,,https://github.com/timsinasagar/sbom-god/blob/46c81cd7f8f10c5ddd76830ccf199ae91b40febc/Dockerfile
ubuntu:22.04,# Execute build commands,"ADD           # Add local or remote files and directories
COPY          # Copy files and directories",https://github.com/0xdnL/notable-notes/blob/216d0682f438de0178630c7fdfc147da906154ab/notes/Dockerfile.md
ubuntu:22.04,make /app,"ADD           # Add local or remote files and directories
COPY          # Copy files and directories",https://github.com/0xdnL/notable-notes/blob/216d0682f438de0178630c7fdfc147da906154ab/notes/Dockerfile.md
ubuntu:22.04,apt-get update,,https://github.com/amith0504/auth0project/blob/73e34f1b7ce73e0a2f365d29c1ad4cac031dcd93/dockerfile
ubuntu:22.04,apt install -y python3 python3-pip,,https://github.com/amith0504/auth0project/blob/73e34f1b7ce73e0a2f365d29c1ad4cac031dcd93/dockerfile
